"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13"
C5orf24,5.755138518,6.317676809,5.321219614,6.28493748,4.90459619,5.700822581,5.873874002,6.223382947,5.163895863,5.376477302,3.65227112,3.899096295,4.300191913
KBTBD6,9.341677015,9.449822789,8.675954766,9.811115711,9.449928364,10.20796157,9.719486214,9.299995999,9.51674711,8.648630229,6.811307381,7.14855613,8.924723709
CDK8,5.278308269,5.466402452,2.646011593,4.760754201,3.10900504,6.314822616,3.980995621,5.717966779,4.739893886,2.646011593,2.678631461,2.923385089,2.952032519
CDK8,6.846863438,7.135237742,5.844653908,7.163911152,6.216112496,7.691259498,6.40374313,7.170765366,7.00818141,6.219771152,5.63080625,6.902339346,7.00818141
THEM4,8.462100309,8.083750673,7.76644794,6.812853049,7.637166444,7.813457694,7.557543418,7.267766476,7.728697013,6.678597933,6.050790103,6.213028463,6.744478916
RBAK,6.191608513,6.488458085,6.368309012,6.281344382,5.840894153,7.555845191,6.200340167,5.349786117,6.191608513,5.735330951,5.819504854,4.780915275,5.917322184
SLC39A12,2.246051801,2.293494149,2.293494149,3.26876826,3.199745411,2.240090673,2.293494149,2.293494149,6.403667569,7.27077719,5.308883442,6.755210193,4.924231319
TC2N,2.646221898,2.646221898,2.240090673,2.646221898,2.646221898,2.240090673,2.728199974,2.646221898,4.530276887,3.08509984,3.743040286,4.609595161,4.994540195
C9orf72,7.164049702,7.362487807,8.928672111,7.538504732,7.279215577,8.100310783,7.362487807,7.980323929,7.640677025,9.781777959,9.453183196,8.727676303,6.420193508
C9orf72,3.117396172,3.156862612,4.783356805,3.459237305,2.941288297,3.061807981,2.946960806,3.085206559,3.047550813,5.235764956,4.417014011,3.047550813,2.348120123
PELO,3.012539865,2.915011616,2.983114671,3.851394127,2.915011616,5.306054299,2.915011616,2.915011616,2.891426445,2.891426445,3.342908551,2.915011616,3.001606935
LACC1,3.432901133,4.061958098,3.274615161,3.491424962,2.519555318,4.603263538,3.315067399,3.86979543,3.369663312,3.274615161,3.221411154,2.390589667,3.270651708
LACC1,4.458932253,4.294170186,4.157187687,4.659322313,3.17418821,3.947788655,4.001069797,4.487787063,3.243868133,3.029106189,2.729579702,2.784243846,3.564189259
FLJ39653,6.763965453,6.855289307,5.856997981,6.215321644,7.098788082,6.647650865,7.511362256,6.950889936,5.823275556,5.607565984,6.350139441,8.098033572,8.487298162
SNX13,6.201869826,5.359037194,4.344713375,5.551797704,5.599057359,6.239616324,5.039062987,4.967473626,5.881117892,4.428104475,4.522609331,4.344713375,4.562244206
CEP19,7.414038297,7.74269612,5.680196424,7.877221595,6.954967662,7.207719498,6.766253707,6.590519652,7.38678752,4.61838115,2.53093635,2.53093635,6.277504099
SYNRG,2.328688997,2.328688997,2.328688997,2.295018655,3.65073731,2.29548629,3.015970704,2.407591965,2.407591965,2.543668434,5.453845928,5.183245946,4.471330725
SEPSECS,5.161122174,4.272560006,3.589185329,4.766594266,2.817931017,4.118859769,3.843095403,4.5350843,3.900925856,2.610644607,2.610644607,2.646981743,3.329871805
ZNF777,5.350392777,5.210233114,5.348513472,5.877268298,5.619780175,6.087685384,5.877268298,5.887554236,5.877268298,5.491488475,4.944629642,5.794476311,5.877268298
UMODL1,2.240090673,2.240090673,4.853511179,2.418627174,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
RASEF,11.15115166,10.75444891,11.76665468,10.82473137,13.30899936,10.96528793,11.38008336,9.644203628,11.09999531,13.77046267,12.95942985,13.78906302,12.89124448
RASEF,10.90987606,10.66646726,11.98929342,10.84099568,13.24739007,10.8291792,11.16167596,9.413123549,10.96648295,13.80701603,12.98629624,13.94282715,12.98844143
ZNF441,7.616366409,5.687171494,5.322869149,5.995110898,6.235900814,6.956023396,6.738101015,6.114735708,6.29150841,4.357556869,3.167556339,4.521270544,5.676917232
NEGR1,5.028601275,8.184910715,5.276367914,7.313074852,3.122412154,6.746651611,6.136843717,4.941036213,6.34104158,4.73933698,2.444242737,2.910233115,4.039541762
STOX1,4.197033212,3.137568286,2.412123697,5.030299241,3.894533905,5.835821458,5.28062122,5.380351908,6.310430182,6.258282325,4.039034528,4.788669332,6.073506986
CCDC7,6.267667575,5.988284482,7.453104915,5.794756895,5.677954066,5.494567716,5.677954066,5.36290316,5.727628646,7.345472363,6.564880885,7.29298404,7.41024138
ZNF512,6.132752804,6.903942639,5.916206097,6.589815656,6.208678803,6.909851904,7.024067819,7.309891126,7.221732761,6.205615923,6.071453749,5.646531891,6.748081315
FAM117B,2.834562335,4.949559217,4.089915996,4.230512823,3.905177836,4.274662836,4.089915996,4.089915996,4.094127246,4.089915996,3.026882474,4.089915996,4.171820654
ZNF583,5.025846771,4.830500373,3.048749613,4.005677285,3.782509714,5.904233024,4.394371466,4.955066385,3.580743273,3.400865959,3.669570036,2.437884408,2.775096614
ZNF75D,5.401855509,4.988939193,3.784916589,5.23447673,4.513331088,4.888083698,5.29032161,5.32482877,4.903983594,2.957265639,3.79424693,3.642712025,4.306585302
LINC00052,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.34475668,2.991684113,2.240090673,2.240090673,2.240090673
CCDC89,2.711493367,3.112796138,2.872839346,3.631663074,3.072048127,3.996873652,5.287443659,4.788851452,4.465538124,4.05831283,2.291529662,2.437505104,2.240090673
ITIH5,3.81077827,4.151887109,3.53097908,5.407392425,6.331464606,4.150849725,3.833231275,3.216789579,4.151887109,4.647460106,4.151887109,6.073443951,4.153157461
ZNF709,4.280874817,4.526527085,4.24603179,4.846840189,4.81978445,5.833131174,4.297791489,3.953869491,4.280874817,3.818010761,3.122043755,3.743560108,3.905505099
CCDC57,2.320719984,2.303258938,2.320719984,2.822492654,2.320719984,2.320719984,2.350414355,2.320719984,2.320719984,2.303258938,2.746838287,3.351447706,5.006004661
BRWD3,6.693855397,7.890620149,6.381512968,7.248438288,6.985522626,6.609137538,6.811749187,6.919638451,6.791521821,5.725608253,7.375008604,7.407146286,8.010407659
MAGEE2,2.240090673,2.240090673,2.240090673,2.489350784,4.143125631,2.327758933,4.939149367,4.259575234,4.549575444,2.240090673,2.240090673,2.478973035,2.478973035
GAL3ST3,2.469194825,2.469194825,2.469194825,2.469194825,2.469194825,2.831623896,2.469194825,2.469194825,3.238608558,2.469194825,2.469194825,2.652278416,2.398635736
ALS2CR11,2.248036695,2.248036695,4.095942842,2.248036695,2.665871445,2.248036695,2.40781558,2.240090673,2.248036695,2.254083272,2.248036695,2.562130913,3.706048061
SNRNP48,5.314507191,5.409855384,6.492324987,6.100466601,5.69594137,5.399515533,5.927338472,5.6369658,5.915661295,6.231067189,5.940412952,6.752280577,8.32307353
ZNF555,6.270713467,5.632098121,4.080353017,6.13445755,5.404695982,6.888823041,5.636405957,6.276329413,5.376562659,4.634933175,5.209980079,3.936490783,4.572280621
NYAP1,8.408481595,9.374577123,9.44223354,9.335078173,8.13888034,9.05535273,9.05535273,8.892232044,8.818075705,8.291847195,8.25156583,8.743447609,8.444458209
SGK494,7.37236226,4.079909126,6.225182879,5.848079809,4.213942397,7.020361692,6.915421544,6.95592536,5.881197068,7.533042705,7.010413006,8.235209721,9.835858552
TMEM182,5.631846662,4.528616147,3.734561509,5.27694883,3.283364171,5.543822795,4.706857299,5.439619912,5.53914626,2.80954896,2.442236346,2.240090673,3.15091037
SLC5A3,4.49702371,6.384293104,6.190809051,5.815964592,3.116305228,2.939884368,2.828504702,2.240090673,5.687324221,3.932030471,5.676427961,6.161646049,6.97297658
GPR82,4.734518488,2.996320794,2.240090673,5.765926655,2.440578614,2.860932796,2.240090673,2.240090673,2.240090673,2.241814069,2.240090673,2.240090673,2.240090673
SULT1C4,2.240090673,2.464188733,2.240090673,2.284050201,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.658784052,2.602377374
TEAD1,4.621329137,6.39310811,4.084971276,5.4171461,4.888516339,5.60045251,6.061093536,5.354677229,6.160139616,4.621329137,4.720842943,4.475753046,5.630410482
CATSPER2,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.24721503,2.240090673,2.240090673,2.240090673,3.456133599,4.425299472,2.337386253
SLC18A2,2.240090673,2.240090673,2.240090673,2.240090673,5.398179075,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
ARID2,3.524190734,2.661899699,6.029636719,2.689127325,5.277215458,2.293410793,3.679275452,2.334162172,2.594928739,3.387108652,7.078934808,8.301728744,6.828904625
EPHA10,2.240090673,2.240090673,2.260873778,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
C17orf69,5.399253965,6.735032295,6.335521085,6.599648574,4.696687263,5.451467639,5.627449725,5.613960478,5.751408503,5.113607481,6.450719607,6.232471335,7.205596914
MACF1,2.242762055,2.240090673,2.242762055,2.240090673,2.242762055,2.242762055,2.242762055,2.242762055,2.242762055,2.817552951,3.17973943,5.372990037,2.246568923
FLJ13744,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
SLC17A8,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.272458694,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
RBFOX1,2.240090673,4.071551806,2.240090673,3.79657673,4.966127122,7.086374257,2.240090673,2.240090673,2.240090673,3.094296615,2.240090673,2.240090673,2.240090673
LINC00304,4.960679644,2.468701466,2.411604321,2.425880894,2.323561959,2.398206208,2.392725649,2.411604321,2.411604321,2.411604321,2.488513457,2.411604321,2.240090673
RQCD1,6.794880674,7.502930394,6.101830929,7.699762698,7.706923411,7.435658927,7.294410293,7.505100771,7.210324151,5.257331434,5.298018758,4.230613678,5.842122252
TAF5,5.173630653,5.384059645,4.379903563,5.999423202,5.05106014,6.313260962,5.807763053,5.869973911,6.477059439,4.425336839,4.814204866,5.309890824,6.686090222
ITGB1,11.86114149,12.14865816,10.74499937,11.91821225,11.72090606,11.35081902,11.56425132,10.72254138,10.58573538,9.537385017,10.12215656,9.719235382,10.38559639
CCDC125,6.165586089,6.265746077,6.550928685,5.598484455,4.729197029,5.690079514,5.675310361,6.007786977,5.66006602,5.694438797,5.531333195,5.26762343,6.229984264
MACROD2,2.581382541,2.581382541,2.581382541,2.581382541,2.412570642,2.600051783,2.581382541,2.636542395,2.581382541,2.581382541,2.282343864,2.241450162,2.581382541
ND6,7.394674413,8.219805431,8.472712904,8.138025084,9.099129054,7.551348101,8.742266949,8.022060786,7.049232329,9.308007814,8.532341142,9.364701054,8.275300392
POLE4,4.292595955,3.802238414,3.234367114,4.446419251,4.298466623,3.690720521,3.937138505,4.051528281,4.140944909,4.051528281,3.645379768,3.902042232,4.417698248
TAL2,3.455937372,2.312745807,2.312474765,2.312474765,2.312745807,7.155135921,2.312474765,3.642423792,2.560314319,2.325290247,2.312474765,2.31339914,2.582422183
TMIE,7.927703234,5.526481578,5.132476794,6.81698768,5.420013925,6.184753789,7.187405837,6.248183632,7.424263406,7.227795681,6.536091789,7.116460026,7.041923545
TMIE,9.217803991,5.031286089,4.41878816,7.257845086,4.554016355,6.953317302,7.679918843,4.531247384,8.186037588,8.214903782,7.194929274,7.540181289,7.746077183
KLHL35,3.244493672,4.927813772,3.109828288,3.750297931,4.08784648,4.203861194,5.519600041,3.109828288,2.977043263,2.483148187,2.483148187,2.827163255,2.827163255
FOXC1,7.09443329,7.289294474,7.218094406,8.490879365,10.46960908,7.97148382,10.11288552,10.29038234,8.205308738,8.201744486,10.35251529,10.04453729,8.490879365
FSIP1,5.543509436,5.414954557,5.242396535,5.626821526,2.896746009,5.565844579,4.528392483,5.432439647,4.455497649,2.907562609,2.925584433,2.316412158,2.844003721
EFCAB13,6.722175474,2.298775519,2.298775519,2.380927812,2.298775519,2.298775519,2.298775519,2.298775519,2.560340031,2.298775519,2.298775519,2.325983685,4.04246053
EFCAB13,5.554294699,2.240470105,2.240470105,2.240470105,2.240470105,2.240470105,2.444465977,2.240470105,2.304030948,2.240470105,2.320632423,2.303359929,6.31228489
C10orf107,5.406757022,5.070701219,6.6886746,6.143399239,4.74044674,5.445922561,4.140455687,3.814888156,4.50841554,5.107412764,2.636495736,2.974993953,2.851806916
TCTEX1D1,2.647668672,2.663627787,2.641918809,2.776130111,2.647668672,2.647668672,2.647668672,2.765236161,2.496895179,2.647668672,2.674435487,2.635130653,2.443286296
PPARGC1B,4.061979086,4.558124924,5.413565028,4.637270951,4.061979086,3.845186172,3.256272231,3.742158297,4.061979086,3.517674004,3.881153117,3.90329163,3.437739933
CCDC141,3.029791307,4.096320576,5.593337553,4.959623537,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
SYT14,8.274819254,7.320276022,7.20003405,7.565270768,6.763608393,7.171744725,7.198145589,6.570351856,6.950948261,7.040627122,5.200276535,5.057122591,7.199470944
LRRIQ3,2.771625226,4.061953719,2.771625226,4.495935351,2.771625226,2.771625226,2.833799208,4.172892792,2.929775398,2.943077158,2.741493756,2.741493756,3.209216463
ITGB1,12.15469343,12.23729439,11.15875143,12.16549462,12.46157512,12.28508006,11.75671276,11.4672345,11.40489043,9.777674615,10.03663048,9.309496094,10.294525
FBXL14,5.137678478,4.573830524,5.076604417,5.113724847,4.255083366,5.382011625,5.092216488,4.700393707,5.443361675,4.254977715,4.08169589,4.092550722,3.714452116
METTL6,8.181533474,8.052717418,7.762080806,7.747235081,7.283876545,7.090213276,7.515512457,7.497102042,7.195051206,6.158272867,6.022228108,5.040469448,6.454486694
CBR4,4.644719539,4.142555961,6.672675091,4.013725439,6.347696208,4.168683149,6.396914079,5.797357554,4.491752654,5.106638425,6.906166075,8.711304865,8.223161464
ZNF569,8.390266497,8.205655525,8.161227942,8.460519523,7.710470237,9.136403833,8.176132979,8.715846245,7.77589604,7.190939493,6.966223594,5.876679387,7.671841027
CCSAP,3.31317165,3.46691707,4.71475308,4.085203665,2.902487886,3.672494284,3.666921081,3.195923859,3.268644857,4.59680059,3.413025596,3.195923859,3.195923859
CCSAP,4.760986005,3.671606116,5.256823308,5.660061411,3.418781023,3.618682722,4.896806855,3.781874327,3.618682722,4.859308607,3.44300037,2.433248984,4.470130001
DUSP18,3.063385009,3.72969145,3.03113715,3.063924034,2.948706822,3.784755045,3.771528296,3.157418563,3.055806992,3.055806992,2.251136992,2.251136992,3.067524068
FAM218A,7.127097694,5.611721949,3.737655316,4.514401275,5.539345487,6.299642729,6.557086439,3.385454202,5.66354866,5.967939724,3.635496845,3.385454202,5.412159787
FAM218A,6.756176366,4.498632265,2.884203126,3.628768559,4.070871557,4.927433082,5.369229511,2.276593184,4.134601474,4.838124196,2.240090673,3.16567347,4.435144661
FAM123A,8.093717661,8.049415258,7.581811117,8.644625902,6.488171136,10.06191317,8.134836062,8.59054371,8.997011435,8.148872078,7.939899613,7.663691,8.56028542
C6orf170,7.045061197,7.245831911,6.493925192,6.571845131,6.834721094,6.604733509,6.697611279,6.684100674,7.221032257,6.527397187,3.116009127,6.527397187,6.528896979
CEP89,3.049313196,3.338683283,5.154790351,4.236991594,3.364119941,4.126157888,3.338683283,3.325907016,4.159812473,3.712375762,3.910770338,3.338683283,3.338683283
AK7,7.070676419,6.030768061,6.938565827,6.995105962,5.949852583,4.980682978,7.371712508,7.398381537,6.383820865,6.411797361,4.349791673,4.356871623,4.679061744
METTL21A,7.21451588,8.56213349,8.792640012,9.201886383,7.935510918,7.227317386,7.719854905,7.702953645,8.548825837,8.062863305,7.508748158,7.742790212,8.983373437
OTOGL,3.469922322,3.062707424,4.134307623,3.209433001,2.249461985,5.892340943,3.594044352,2.249449096,3.080428621,4.743418662,2.747822673,2.923354423,2.777848319
FAM76B,3.55330284,3.341193488,3.802033557,3.749732871,4.402029123,3.843869559,5.173609623,3.853827723,3.341193488,4.564474527,4.702539368,4.518472417,4.67972256
KLHL32,3.521459341,4.17670621,4.138029608,3.90390094,2.240090673,3.659501687,5.152603302,5.691241239,3.96585703,3.379860424,2.240090673,3.610825238,4.141000301
DCBLD1,4.339463584,5.87166688,7.070745745,5.944606985,4.046160523,4.587999879,6.580099283,5.949684714,6.873893694,5.631062304,6.548043374,5.93579437,5.472964546
GK5,3.680134692,3.894445555,3.680134692,3.404008025,3.662722074,4.094679875,5.150019632,3.59828258,3.200203639,3.680134692,4.542641914,5.482007924,3.841525751
FLJ31715,3.96168554,3.211126151,2.808327361,2.766169243,3.072698711,3.857317837,3.456179624,2.829927399,2.791593826,3.377964923,2.896431093,2.474876891,2.766169243
WBSCR27,2.240090673,2.247073713,2.240090673,2.240526892,2.240123892,2.786456534,2.240123892,2.240526892,2.784516539,2.240123892,2.240526892,2.240526892,2.262010643
RASGEF1B,3.930540493,3.045527545,2.442187815,2.739383257,2.536132982,3.409642634,3.936556973,3.04686286,3.581119755,2.442699942,2.442187815,3.045527545,3.045527545
C11orf45,3.631653048,3.219986296,3.414090694,3.286155198,3.219986296,3.46084526,4.202516203,5.047085806,4.450429162,4.353996773,3.400821311,3.219986296,3.265111698
C21orf58,2.240090673,2.650213441,3.581668679,3.93164773,2.315917383,3.93164773,3.93164773,3.93164773,4.750096597,4.163053483,3.93164773,4.266367197,3.815996373
KIAA1109,5.883208446,5.84066205,5.562554854,5.607209342,4.958882738,6.147578972,6.382966707,4.739531376,6.390688122,5.128707898,5.5373661,4.786769555,6.209322201
LOC150622,5.907858877,5.975162752,7.164932566,7.976806198,4.969023597,8.949796178,8.620474854,4.669721364,8.23057717,7.856611292,7.244073949,7.004173326,7.496219841
LOC150622,7.810488239,7.842156443,9.483661509,9.597730066,7.297195496,10.5272943,10.32725452,5.077817052,9.760418524,10.2331533,9.671482041,10.07015494,9.595028974
FBXL13,5.108627047,5.422433759,2.757305282,5.777574718,3.334311207,2.820746675,3.812429674,3.533757126,4.335534844,3.334311207,2.632234442,2.617796369,3.163916398
FAM227B,5.683263405,4.337846035,2.432639666,4.693250242,2.240090673,2.365350224,2.316973884,3.429012208,2.253585252,2.240090673,2.253585252,2.240090673,2.301786521
C14orf126,7.032164635,6.829987071,6.761373786,6.698059753,6.201790531,7.319718923,6.457963937,6.007709408,6.738644594,6.401656276,5.532713193,4.426419988,5.286776454
TCEANC,5.427735215,4.050033183,3.833997439,5.205417089,4.185501415,5.278825542,5.27093795,5.814745448,4.238738789,3.444951255,2.240090673,2.240090673,3.292431877
IGSF22,5.887891736,5.285642617,4.405354193,5.308326081,6.132309414,8.047288873,7.011233749,5.95271024,6.563516875,6.536119441,6.798749961,5.469925371,5.469925371
ZBTB3,4.869898048,4.649391624,3.024343859,4.869898048,4.869898048,5.168607136,5.100066299,4.869898048,4.497372892,4.869898048,3.60603805,3.285521054,4.36088635
KLHL34,2.42108596,2.244870275,2.42108596,2.244870275,2.681747392,2.42108596,2.621522526,2.42108596,2.42108596,2.912299601,2.244870275,2.42108596,2.42108596
NTN5,2.497922174,2.46972228,2.820511524,2.497922174,2.489120783,2.46972228,2.489120783,2.46972228,2.46972228,2.499689277,2.648691972,5.07378092,2.489120783
